id_fato,id_aluno,id_disciplina,id_curso,id_tempo,nota,aprovado,reprovado,faltas,presencas,freq_percent
3779,519,1,4,48,8.9,1,0,22,53,0.7066666666666667
3780,4101,12,3,69,2.0,0,1,24,79,0.7669902912621359
3781,4449,8,5,87,4.6,0,1,20,94,0.8245614035087719
3782,4982,12,3,35,1.1,0,1,24,64,0.7272727272727273
3783,3899,10,4,57,6.8,1,0,21,73,0.776595744680851
3784,180,9,6,56,5.5,1,0,14,66,0.825
3785,1029,6,2,90,7.3,1,0,18,65,0.7831325301204819
3786,3687,3,1,97,7.8,1,0,6,59,0.9076923076923077
3787,3165,14,3,84,0.7,0,1,14,72,0.8372093023255814
3788,4666,2,2,63,4.8,0,1,1,94,0.9894736842105263
3789,1287,1,4,27,4.9,0,1,13,56,0.8115942028985508
3790,898,15,5,16,5.4,1,0,21,58,0.7341772151898734
3791,3709,5,2,61,0.8,0,1,18,76,0.8085106382978723
3792,1636,9,6,68,4.0,0,1,8,74,0.9024390243902439
3793,3986,9,6,53,7.5,1,0,17,50,0.746268656716418
3794,2212,7,1,77,5.5,1,0,2,80,0.975609756097561
3795,3368,9,6,45,7.7,1,0,2,95,0.979381443298969
3796,1835,2,2,21,4.8,0,1,21,70,0.7692307692307693
3797,1749,2,2,43,8.3,1,0,4,90,0.9574468085106383
3798,4390,2,2,46,6.1,1,0,0,57,1.0
3799,1569,7,1,82,0.9,0,1,30,48,0.6153846153846154
3800,4863,14,3,14,7.1,1,0,22,47,0.6811594202898551
3801,3169,4,1,78,9.8,1,0,22,58,0.725
3802,2789,2,2,87,1.6,0,1,17,61,0.782051282051282
3803,4242,10,4,10,1.9,0,1,0,72,1.0
3804,4905,9,6,11,7.5,1,0,19,92,0.8288288288288288
3805,826,13,6,16,8.5,1,0,22,60,0.7317073170731707
3806,4975,11,3,66,4.5,0,1,25,56,0.691358024691358
3807,4321,12,3,27,2.9,0,1,30,100,0.7692307692307693
3808,437,14,3,92,6.3,1,0,15,95,0.8636363636363636
3809,2431,2,2,51,9.4,1,0,3,48,0.9411764705882353
3810,1931,10,4,68,5.5,1,0,3,100,0.970873786407767
3811,1756,12,3,78,6.3,1,0,18,71,0.797752808988764
3812,3200,9,6,69,4.8,0,1,19,78,0.8041237113402062
3813,4058,13,6,23,7.9,1,0,6,92,0.9387755102040817
3814,4035,3,1,40,6.9,1,0,30,84,0.7368421052631579
3815,1735,7,1,95,4.7,0,1,10,48,0.8275862068965517
3816,1661,12,3,93,3.7,0,1,25,66,0.7252747252747253
3817,1981,8,5,13,0.2,0,1,20,84,0.8076923076923077
3818,4190,11,3,73,9.2,1,0,14,52,0.7878787878787878
3819,1663,14,3,44,7.4,1,0,30,44,0.5945945945945946
3820,1587,11,3,86,0.1,0,1,10,49,0.8305084745762712
3821,2388,8,5,10,5.8,1,0,26,54,0.675
3822,2872,4,1,6,9.8,1,0,30,96,0.7619047619047619
3823,3729,8,5,99,1.3,0,1,27,47,0.6351351351351351
3824,4209,8,5,14,3.8,0,1,6,58,0.90625
3825,2566,14,3,83,7.8,1,0,26,98,0.7903225806451613
3826,4203,5,2,66,2.3,0,1,18,91,0.8348623853211009
3827,3863,5,2,16,2.2,0,1,7,47,0.8703703703703703
3828,1067,4,1,88,9.1,1,0,13,80,0.8602150537634409
3829,4905,3,1,93,5.6,1,0,27,72,0.7272727272727273
3830,1852,8,5,100,0.5,0,1,2,48,0.96
3831,2295,8,5,16,9.2,1,0,26,95,0.7851239669421488
3832,755,1,4,29,5.1,1,0,20,92,0.8214285714285714
3833,1763,4,1,11,0.8,0,1,18,68,0.7906976744186046
3834,4972,8,5,83,2.5,0,1,8,61,0.8840579710144928
3835,1417,8,5,82,9.6,1,0,21,78,0.7878787878787878
3836,3381,15,5,49,6.9,1,0,20,99,0.8319327731092437
3837,2489,3,1,66,1.8,0,1,15,67,0.8170731707317073
3838,3296,4,1,58,5.1,1,0,23,55,0.7051282051282052
3839,727,4,1,5,8.2,1,0,13,66,0.8354430379746836
3840,3965,2,2,19,6.3,1,0,22,71,0.7634408602150538
3841,4357,7,1,71,5.6,1,0,28,93,0.768595041322314
3842,1837,4,1,72,1.9,0,1,22,67,0.7528089887640449
3843,2147,14,3,86,3.6,0,1,9,84,0.9032258064516129
3844,4453,3,1,57,2.4,0,1,19,63,0.7682926829268293
3845,2118,9,6,86,6.5,1,0,13,65,0.8333333333333334
3846,771,5,2,73,5.2,1,0,15,93,0.8611111111111112
3847,793,1,4,66,7.4,1,0,24,96,0.8
3848,1334,12,3,80,4.3,0,1,30,80,0.7272727272727273
3849,1215,10,4,17,3.1,0,1,30,62,0.6739130434782609
3850,4893,1,4,76,2.7,0,1,4,46,0.92
3851,2808,14,3,92,3.4,0,1,7,49,0.875
3852,2766,3,1,48,8.7,1,0,22,83,0.7904761904761904
3853,4103,9,6,47,6.5,1,0,16,48,0.75
3854,525,15,5,19,6.6,1,0,1,49,0.98
3855,1743,9,6,15,2.5,0,1,25,82,0.7663551401869159
3856,2049,10,4,96,0.5,0,1,17,69,0.8023255813953488
3857,1924,2,2,30,2.0,0,1,21,90,0.8108108108108109
3858,1263,11,3,43,10.0,1,0,13,89,0.8725490196078431
3859,4529,1,4,76,3.8,0,1,20,90,0.8181818181818182
3860,2083,9,6,78,2.4,0,1,10,76,0.8837209302325582
3861,2395,6,2,81,7.0,1,0,11,97,0.8981481481481481
3862,3853,1,4,11,9.5,1,0,24,82,0.7735849056603774
3863,3782,3,1,61,5.1,1,0,11,53,0.828125
3864,4704,12,3,68,7.1,1,0,14,56,0.8
3865,2767,12,3,64,2.1,0,1,26,67,0.7204301075268817
3866,2186,2,2,33,6.0,1,0,17,65,0.7926829268292683
3867,2307,11,3,1,1.2,0,1,28,89,0.7606837606837606
3868,661,1,4,11,6.6,1,0,18,41,0.6949152542372882
3869,396,3,1,94,6.8,1,0,30,45,0.6
3870,228,8,5,73,4.2,0,1,29,55,0.6547619047619048
3871,3086,7,1,78,0.0,0,1,4,40,0.9090909090909091
3872,2742,2,2,2,9.7,1,0,19,90,0.8256880733944955
3873,1606,3,1,94,5.3,1,0,5,46,0.9019607843137255
3874,1450,12,3,46,1.3,0,1,11,62,0.8493150684931506
3875,1482,12,3,4,9.2,1,0,4,89,0.956989247311828
3876,4807,9,6,10,7.8,1,0,10,48,0.8275862068965517
3877,4529,11,3,32,2.5,0,1,16,48,0.75
3878,4444,12,3,44,3.2,0,1,22,90,0.8035714285714286
3879,3977,9,6,54,4.8,0,1,12,85,0.8762886597938144
3880,1644,12,3,7,1.6,0,1,7,93,0.93
3881,2901,10,4,67,9.2,1,0,21,100,0.8264462809917356
3882,3255,1,4,8,0.5,0,1,0,57,1.0
3883,3225,15,5,67,2.0,0,1,4,85,0.9550561797752809
3884,2489,14,3,13,6.4,1,0,1,69,0.9857142857142858
3885,3433,6,2,21,7.0,1,0,23,91,0.7982456140350878
3886,1741,12,3,26,3.2,0,1,1,86,0.9885057471264368
3887,917,10,4,14,4.2,0,1,1,76,0.987012987012987
3888,1124,10,4,67,8.8,1,0,1,65,0.9848484848484849
3889,2852,15,5,13,3.5,0,1,14,99,0.8761061946902655
3890,265,2,2,84,1.5,0,1,15,57,0.7916666666666666
3891,10,12,3,15,1.4,0,1,19,99,0.8389830508474576
3892,3480,11,3,99,4.7,0,1,29,66,0.6947368421052632
3893,2180,3,1,35,6.0,1,0,23,60,0.7228915662650602
3894,2462,15,5,63,4.1,0,1,2,77,0.9746835443037974
3895,1238,13,6,18,8.3,1,0,14,74,0.8409090909090909
3896,1238,3,1,16,7.3,1,0,7,83,0.9222222222222223
3897,1143,6,2,70,5.2,1,0,0,94,1.0
3898,4092,7,1,13,6.8,1,0,18,87,0.8285714285714286
3899,1064,14,3,62,0.0,0,1,21,63,0.75
3900,1843,11,3,50,9.3,1,0,3,49,0.9423076923076923
3901,687,2,2,18,2.2,0,1,14,100,0.8771929824561403
3902,4905,3,1,65,8.2,1,0,2,56,0.9655172413793104
3903,4281,1,4,20,1.6,0,1,30,79,0.7247706422018348
3904,4201,4,1,93,7.4,1,0,23,72,0.7578947368421053
3905,3805,5,2,59,3.0,0,1,8,47,0.8545454545454545
3906,1043,14,3,38,0.2,0,1,7,74,0.9135802469135802
3907,2122,3,1,92,9.4,1,0,30,87,0.7435897435897436
3908,4223,4,1,31,8.3,1,0,23,86,0.7889908256880734
3909,638,2,2,46,5.4,1,0,24,50,0.6756756756756757
3910,3896,12,3,2,1.6,0,1,20,96,0.8275862068965517
3911,2967,3,1,67,3.7,0,1,26,51,0.6623376623376623
3912,1802,5,2,37,4.2,0,1,7,85,0.9239130434782609
3913,1751,3,1,12,0.7,0,1,19,88,0.822429906542056
3914,2078,8,5,5,0.7,0,1,27,44,0.6197183098591549
3915,4054,14,3,19,6.6,1,0,7,97,0.9326923076923077
3916,4658,7,1,29,8.1,1,0,2,85,0.9770114942528736
3917,4841,11,3,3,9.1,1,0,21,46,0.6865671641791045
3918,346,8,5,81,4.3,0,1,7,71,0.9102564102564102
3919,4143,6,2,45,4.3,0,1,3,50,0.9433962264150944
3920,1781,11,3,82,0.5,0,1,13,71,0.8452380952380952
3921,2514,15,5,29,10.0,1,0,4,46,0.92
3922,1047,1,4,56,4.0,0,1,5,87,0.9456521739130435
3923,3583,8,5,30,5.9,1,0,30,73,0.7087378640776699
3924,2357,9,6,32,9.3,1,0,16,84,0.84
3925,3077,5,2,89,9.7,1,0,8,47,0.8545454545454545
3926,1027,7,1,54,2.5,0,1,10,77,0.8850574712643678
3927,3375,9,6,83,2.2,0,1,26,96,0.7868852459016393
3928,1351,9,6,20,2.3,0,1,2,70,0.9722222222222222
3929,3869,8,5,30,4.3,0,1,9,88,0.9072164948453608
3930,4837,11,3,31,2.1,0,1,22,91,0.8053097345132744
3931,2130,7,1,71,0.9,0,1,20,86,0.8113207547169812
3932,2812,14,3,84,8.4,1,0,15,99,0.868421052631579
3933,2618,9,6,64,6.5,1,0,1,64,0.9846153846153847
3934,3095,9,6,84,3.8,0,1,24,43,0.6417910447761194
3935,4871,14,3,50,6.5,1,0,17,86,0.8349514563106796
3936,2900,15,5,4,4.8,0,1,12,100,0.8928571428571429
3937,3435,4,1,69,3.9,0,1,5,54,0.9152542372881356
3938,1599,9,6,71,2.7,0,1,24,95,0.7983193277310925
3939,372,11,3,10,10.0,1,0,18,99,0.8461538461538461
3940,2851,9,6,1,9.4,1,0,8,78,0.9069767441860465
3941,3029,7,1,86,4.2,0,1,6,60,0.9090909090909091
3942,3494,12,3,24,8.9,1,0,21,75,0.78125
3943,205,3,1,44,7.8,1,0,11,70,0.8641975308641975
3944,4521,2,2,62,5.9,1,0,28,65,0.6989247311827957
3945,1583,3,1,86,6.1,1,0,3,99,0.9705882352941176
3946,2288,11,3,53,4.6,0,1,14,98,0.875
3947,449,11,3,20,9.8,1,0,14,63,0.8181818181818182
3948,3293,15,5,87,9.2,1,0,19,98,0.8376068376068376
3949,333,5,2,24,2.8,0,1,20,81,0.801980198019802
3950,3319,3,1,95,9.9,1,0,9,87,0.90625
3951,741,7,1,92,6.5,1,0,8,76,0.9047619047619048
3952,3785,5,2,68,8.0,1,0,19,62,0.7654320987654321
3953,4501,4,1,73,3.9,0,1,25,56,0.691358024691358
3954,4153,4,1,97,7.4,1,0,3,72,0.96
3955,1126,15,5,98,8.2,1,0,26,46,0.6388888888888888
3956,4474,14,3,16,3.0,0,1,28,63,0.6923076923076923
3957,261,7,1,14,8.5,1,0,14,77,0.8461538461538461
3958,4798,7,1,32,2.5,0,1,28,95,0.7723577235772358
3959,2301,1,4,53,7.1,1,0,23,94,0.8034188034188035
3960,4302,9,6,23,3.1,0,1,21,77,0.7857142857142857
3961,1083,11,3,19,1.6,0,1,28,71,0.7171717171717171
3962,4361,13,6,27,7.7,1,0,20,90,0.8181818181818182
3963,4744,10,4,11,4.5,0,1,18,51,0.7391304347826086
3964,1487,12,3,79,8.2,1,0,26,52,0.6666666666666666
3965,4793,9,6,77,8.7,1,0,25,99,0.7983870967741935
3966,511,12,3,66,3.5,0,1,24,62,0.7209302325581395
3967,1839,3,1,62,5.0,1,0,14,70,0.8333333333333334
3968,270,6,2,48,6.6,1,0,1,98,0.98989898989899
3969,1722,15,5,60,0.9,0,1,17,44,0.7213114754098361
3970,4880,7,1,19,3.1,0,1,22,70,0.7608695652173914
3971,3503,7,1,88,3.2,0,1,18,40,0.6896551724137931
3972,2773,14,3,26,2.7,0,1,19,81,0.81
3973,3938,6,2,57,2.5,0,1,10,44,0.8148148148148148
3974,450,2,2,81,6.7,1,0,18,75,0.8064516129032258
3975,2060,6,2,47,3.5,0,1,10,99,0.908256880733945
3976,3399,3,1,28,1.8,0,1,2,69,0.971830985915493
3977,4671,2,2,36,6.9,1,0,21,40,0.6557377049180327
3978,850,14,3,67,6.5,1,0,8,52,0.8666666666666667
3979,2825,12,3,61,0.7,0,1,2,71,0.9726027397260274
3980,122,3,1,77,9.8,1,0,24,51,0.68
3981,4095,15,5,18,0.6,0,1,30,48,0.6153846153846154
3982,4689,5,2,46,8.9,1,0,21,58,0.7341772151898734
3983,3560,10,4,96,4.7,0,1,13,45,0.7758620689655172
3984,2166,3,1,35,3.1,0,1,6,99,0.9428571428571428
3985,2092,2,2,95,4.5,0,1,28,71,0.7171717171717171
3986,1315,4,1,7,5.6,1,0,12,44,0.7857142857142857
3987,1144,11,3,53,9.1,1,0,9,57,0.8636363636363636
3988,3139,6,2,99,3.6,0,1,14,87,0.8613861386138614
3989,1773,8,5,18,2.5,0,1,4,83,0.9540229885057471
3990,1907,9,6,19,2.0,0,1,19,49,0.7205882352941176
3991,2733,7,1,44,5.5,1,0,13,64,0.8311688311688312
3992,1624,8,5,91,4.1,0,1,16,90,0.8490566037735849
3993,1262,9,6,61,2.7,0,1,30,81,0.7297297297297297
3994,1257,11,3,41,9.1,1,0,8,52,0.8666666666666667
3995,3933,15,5,32,7.5,1,0,18,80,0.8163265306122449
3996,960,14,3,69,0.6,0,1,16,40,0.7142857142857143
3997,4111,13,6,33,5.9,1,0,21,91,0.8125
3998,4833,14,3,36,4.9,0,1,20,64,0.7619047619047619
3999,1325,8,5,29,5.4,1,0,4,56,0.9333333333333333
4000,4512,9,6,53,1.9,0,1,21,94,0.8173913043478261
4001,4825,3,1,24,1.1,0,1,13,94,0.8785046728971962
4002,4728,15,5,30,2.2,0,1,11,82,0.8817204301075269
4003,1541,7,1,11,2.7,0,1,5,92,0.9484536082474226
4004,3212,10,4,96,6.1,1,0,6,70,0.9210526315789473
4005,3459,9,6,70,8.7,1,0,21,49,0.7
4006,2385,1,4,79,7.4,1,0,2,78,0.975
4007,2177,11,3,15,9.9,1,0,27,50,0.6493506493506493
4008,4770,6,2,96,2.9,0,1,14,41,0.7454545454545455
4009,1990,5,2,81,5.5,1,0,26,78,0.75
4010,4981,12,3,25,10.0,1,0,27,45,0.625
4011,4811,13,6,24,4.0,0,1,9,79,0.8977272727272727
4012,4932,12,3,22,5.5,1,0,18,92,0.8363636363636363
4013,4132,3,1,12,4.5,0,1,24,58,0.7073170731707317
4014,2170,6,2,79,6.4,1,0,30,92,0.7540983606557377
4015,3245,8,5,28,8.5,1,0,4,87,0.9560439560439561
4016,796,2,2,18,1.1,0,1,12,44,0.7857142857142857
4017,4265,8,5,24,7.4,1,0,29,93,0.7622950819672131
4018,253,1,4,10,0.1,0,1,19,51,0.7285714285714285
4019,3826,2,2,69,1.4,0,1,30,84,0.7368421052631579
4020,120,10,4,39,2.6,0,1,23,71,0.7553191489361702
4021,2820,1,4,63,3.7,0,1,27,88,0.7652173913043478
4022,2201,7,1,10,7.1,1,0,29,83,0.7410714285714286
4023,1028,5,2,64,1.1,0,1,2,44,0.9565217391304348
4024,3281,8,5,27,8.0,1,0,19,80,0.8080808080808081
4025,3504,12,3,40,3.4,0,1,12,71,0.8554216867469879
4026,3544,2,2,40,10.0,1,0,24,84,0.7777777777777778
4027,901,2,2,59,7.8,1,0,12,98,0.8909090909090909
4028,4680,7,1,75,2.1,0,1,2,47,0.9591836734693877
4029,243,10,4,72,7.7,1,0,22,78,0.78
4030,4457,4,1,89,6.3,1,0,27,69,0.71875
4031,1568,10,4,44,1.5,0,1,6,87,0.9354838709677419
4032,3357,8,5,39,1.0,0,1,1,85,0.9883720930232558
4033,2214,13,6,46,0.0,0,1,8,69,0.8961038961038961
4034,2074,12,3,36,1.4,0,1,27,92,0.773109243697479
4035,2169,4,1,68,2.3,0,1,14,90,0.8653846153846154
4036,1953,10,4,1,8.0,1,0,22,40,0.6451612903225806
4037,4011,2,2,85,2.1,0,1,22,60,0.7317073170731707
4038,4754,2,2,81,9.1,1,0,29,43,0.5972222222222222
4039,3541,2,2,68,2.0,0,1,25,62,0.7126436781609196
4040,2127,10,4,56,8.7,1,0,22,56,0.717948717948718
4041,2292,8,5,15,0.0,0,1,27,81,0.75
4042,4943,12,3,85,7.8,1,0,26,55,0.6790123456790124
4043,2940,10,4,43,3.2,0,1,1,69,0.9857142857142858
4044,1355,6,2,91,2.5,0,1,22,63,0.7411764705882353
4045,3725,14,3,1,1.7,0,1,21,75,0.78125
4046,4939,3,1,89,6.6,1,0,4,47,0.9215686274509803
4047,2523,8,5,49,1.3,0,1,16,79,0.8315789473684211
4048,4265,10,4,76,1.9,0,1,8,51,0.864406779661017
4049,4566,1,4,26,8.9,1,0,20,91,0.8198198198198198
4050,359,14,3,92,7.6,1,0,16,58,0.7837837837837838
4051,3494,2,2,57,3.5,0,1,29,51,0.6375
4052,3424,15,5,41,5.7,1,0,6,72,0.9230769230769231
4053,3670,11,3,66,5.3,1,0,24,73,0.7525773195876289
4054,2624,9,6,70,8.9,1,0,22,85,0.794392523364486
4055,1126,9,6,16,5.2,1,0,18,65,0.7831325301204819
4056,3142,8,5,20,8.9,1,0,3,73,0.9605263157894737
4057,2671,13,6,4,6.7,1,0,29,72,0.7128712871287128
4058,700,5,2,55,2.5,0,1,11,88,0.8888888888888888
4059,4420,1,4,71,8.4,1,0,11,80,0.8791208791208791
4060,3913,10,4,10,4.4,0,1,7,81,0.9204545454545454
4061,4843,3,1,83,6.4,1,0,17,50,0.746268656716418
4062,4299,2,2,10,5.3,1,0,5,57,0.9193548387096774
4063,1712,9,6,3,7.0,1,0,24,46,0.6571428571428571
4064,762,12,3,65,0.5,0,1,21,86,0.8037383177570093
4065,1597,12,3,68,6.6,1,0,10,42,0.8076923076923077
4066,1669,14,3,5,3.9,0,1,24,98,0.8032786885245902
4067,3105,7,1,84,3.4,0,1,10,91,0.900990099009901
4068,4066,6,2,13,5.5,1,0,8,85,0.9139784946236559
4069,1086,4,1,68,7.7,1,0,26,45,0.6338028169014085
4070,2514,10,4,3,0.1,0,1,12,97,0.8899082568807339
4071,3386,4,1,97,7.1,1,0,4,63,0.9402985074626866
4072,4450,2,2,56,0.0,0,1,29,48,0.6233766233766234
4073,1232,4,1,62,7.1,1,0,18,80,0.8163265306122449
4074,4767,5,2,46,9.7,1,0,30,63,0.6774193548387096
4075,2095,15,5,89,8.3,1,0,18,62,0.775
4076,1365,12,3,20,1.3,0,1,20,98,0.8305084745762712
4077,4697,9,6,86,3.9,0,1,14,98,0.875
4078,2548,3,1,19,0.1,0,1,21,72,0.7741935483870968
4079,2824,10,4,22,7.9,1,0,15,89,0.8557692307692307
4080,2858,15,5,100,8.2,1,0,7,40,0.851063829787234
4081,4852,11,3,31,6.7,1,0,30,54,0.6428571428571429
4082,1245,14,3,73,4.7,0,1,30,50,0.625
4083,4635,13,6,12,7.1,1,0,9,43,0.8269230769230769
4084,1491,11,3,20,4.4,0,1,16,42,0.7241379310344828
4085,4420,2,2,37,8.0,1,0,23,86,0.7889908256880734
4086,2024,15,5,42,3.3,0,1,0,96,1.0
4087,3245,11,3,55,9.3,1,0,13,80,0.8602150537634409
4088,2596,5,2,6,8.1,1,0,15,77,0.8369565217391305
4089,947,4,1,99,6.6,1,0,14,100,0.8771929824561403
4090,218,6,2,61,6.3,1,0,3,89,0.967391304347826
4091,1894,14,3,22,8.6,1,0,20,83,0.8058252427184466
4092,1367,14,3,30,3.2,0,1,13,98,0.8828828828828829
4093,3372,3,1,81,3.3,0,1,17,53,0.7571428571428571
4094,1520,12,3,9,7.6,1,0,23,64,0.735632183908046
4095,4327,5,2,37,3.5,0,1,12,60,0.8333333333333334
4096,2662,3,1,7,7.7,1,0,6,52,0.896551724137931
4097,1404,1,4,47,4.9,0,1,25,87,0.7767857142857143
4098,1667,8,5,14,9.3,1,0,26,76,0.7450980392156863
4099,2294,1,4,23,7.5,1,0,28,71,0.7171717171717171
4100,915,3,1,62,8.3,1,0,15,71,0.8255813953488372
4101,945,10,4,12,0.6,0,1,13,56,0.8115942028985508
4102,3197,1,4,68,1.4,0,1,23,82,0.780952380952381
4103,4405,3,1,15,6.7,1,0,19,50,0.7246376811594203
4104,3646,3,1,51,3.5,0,1,26,69,0.7263157894736842
4105,2752,13,6,97,8.4,1,0,5,79,0.9404761904761905
4106,2047,11,3,96,8.3,1,0,15,67,0.8170731707317073
4107,4048,4,1,27,10.0,1,0,1,50,0.9803921568627451
4108,1440,10,4,25,8.2,1,0,17,58,0.7733333333333333
4109,4431,13,6,44,7.5,1,0,21,45,0.6818181818181818
4110,660,7,1,4,9.7,1,0,23,73,0.7604166666666666
4111,3087,11,3,17,7.7,1,0,3,67,0.9571428571428572
4112,2380,10,4,36,7.7,1,0,0,95,1.0
4113,1162,8,5,67,0.7,0,1,22,54,0.7105263157894737
4114,1535,6,2,23,3.1,0,1,17,96,0.8495575221238938
4115,2844,4,1,14,5.0,1,0,5,67,0.9305555555555556
4116,4530,3,1,11,3.5,0,1,22,97,0.8151260504201681
4117,2726,7,1,63,9.9,1,0,2,77,0.9746835443037974
4118,1092,15,5,2,0.8,0,1,8,72,0.9
4119,2515,14,3,40,1.1,0,1,2,99,0.9801980198019802
4120,2886,5,2,39,9.1,1,0,24,91,0.7913043478260869
4121,1544,14,3,76,3.8,0,1,17,77,0.8191489361702128
4122,223,8,5,90,5.5,1,0,2,60,0.967741935483871
4123,1270,4,1,33,5.6,1,0,26,90,0.7758620689655172
4124,1604,11,3,83,6.5,1,0,27,71,0.7244897959183674
4125,1143,7,1,76,6.0,1,0,3,94,0.9690721649484536
4126,4729,11,3,16,8.9,1,0,5,100,0.9523809523809523
4127,119,6,2,67,3.2,0,1,24,94,0.7966101694915254
4128,4025,5,2,68,3.6,0,1,1,56,0.9824561403508771
4129,4291,3,1,97,6.3,1,0,12,80,0.8695652173913043
4130,2350,3,1,26,6.6,1,0,13,77,0.8555555555555555
4131,1683,10,4,1,8.4,1,0,3,59,0.9516129032258065
4132,3810,3,1,4,0.1,0,1,27,42,0.6086956521739131
4133,644,3,1,47,4.6,0,1,15,80,0.8421052631578947
4134,4383,3,1,16,0.5,0,1,12,69,0.8518518518518519
4135,1903,4,1,66,9.9,1,0,1,66,0.9850746268656716
4136,3150,6,2,17,3.6,0,1,23,70,0.7526881720430108
4137,150,6,2,96,8.3,1,0,30,52,0.6341463414634146
4138,2413,4,1,41,2.4,0,1,12,61,0.8356164383561644
4139,493,3,1,97,4.2,0,1,2,60,0.967741935483871
4140,1985,12,3,36,7.3,1,0,10,70,0.875
4141,2224,1,4,38,9.0,1,0,18,79,0.8144329896907216
4142,1305,8,5,11,0.7,0,1,21,72,0.7741935483870968
4143,1608,8,5,73,0.6,0,1,14,76,0.8444444444444444
4144,4581,1,4,34,9.9,1,0,21,88,0.8073394495412844
4145,4254,7,1,47,4.3,0,1,6,75,0.9259259259259259
4146,2981,14,3,56,8.4,1,0,9,82,0.9010989010989011
4147,4260,9,6,8,7.3,1,0,3,82,0.9647058823529412
4148,1148,6,2,94,2.4,0,1,29,42,0.5915492957746479
4149,2802,15,5,28,1.9,0,1,27,99,0.7857142857142857
4150,902,15,5,46,7.1,1,0,19,91,0.8272727272727273
4151,3138,4,1,54,0.3,0,1,9,40,0.8163265306122449
4152,1062,5,2,45,7.1,1,0,2,93,0.9789473684210527
4153,3950,15,5,11,5.9,1,0,9,76,0.8941176470588236
4154,2252,13,6,41,1.3,0,1,28,55,0.6626506024096386
4155,639,6,2,30,8.8,1,0,16,78,0.8297872340425532
4156,3369,1,4,14,9.8,1,0,1,63,0.984375
4157,1424,9,6,17,1.9,0,1,21,60,0.7407407407407407
4158,1644,5,2,73,6.9,1,0,10,92,0.9019607843137255
4159,4244,11,3,62,3.6,0,1,14,95,0.8715596330275229
4160,2531,12,3,85,3.1,0,1,6,65,0.9154929577464789
4161,1705,3,1,24,8.1,1,0,22,41,0.6507936507936508
4162,1840,3,1,89,8.6,1,0,30,65,0.6842105263157895
4163,3707,8,5,66,9.1,1,0,3,71,0.9594594594594594
4164,1842,12,3,17,1.3,0,1,12,63,0.84
4165,3905,2,2,11,3.0,0,1,16,70,0.813953488372093
4166,1706,14,3,38,7.5,1,0,22,71,0.7634408602150538
4167,3732,8,5,66,3.1,0,1,12,60,0.8333333333333334
4168,4753,8,5,78,5.2,1,0,25,59,0.7023809523809523
4169,1860,7,1,100,1.8,0,1,2,70,0.9722222222222222
4170,802,11,3,15,0.7,0,1,8,51,0.864406779661017
4171,2025,1,4,96,7.5,1,0,2,75,0.974025974025974
4172,1876,12,3,98,7.8,1,0,14,49,0.7777777777777778
4173,3113,1,4,96,6.6,1,0,7,86,0.9247311827956989
4174,2484,7,1,26,9.4,1,0,29,95,0.7661290322580645
4175,1015,8,5,66,6.1,1,0,5,55,0.9166666666666666
4176,3310,14,3,63,2.4,0,1,18,93,0.8378378378378378
4177,3477,13,6,29,4.4,0,1,18,67,0.788235294117647
4178,4982,2,2,93,4.4,0,1,14,87,0.8613861386138614
4179,297,1,4,14,8.9,1,0,23,57,0.7125
4180,2727,4,1,69,7.1,1,0,7,48,0.8727272727272727
4181,1243,15,5,12,6.2,1,0,27,59,0.686046511627907
4182,2,3,1,66,9.9,1,0,7,44,0.8627450980392157
4183,3302,5,2,32,0.3,0,1,11,100,0.9009009009009009
4184,4693,1,4,10,5.5,1,0,16,44,0.7333333333333333
4185,129,3,1,16,6.3,1,0,11,43,0.7962962962962963
4186,1493,6,2,32,5.5,1,0,5,83,0.9431818181818182
4187,74,14,3,40,2.9,0,1,20,76,0.7916666666666666
4188,3585,13,6,78,3.5,0,1,26,80,0.7547169811320755
4189,2689,10,4,32,6.9,1,0,22,82,0.7884615384615384
4190,3241,6,2,34,8.9,1,0,10,97,0.9065420560747663
4191,1369,13,6,9,8.4,1,0,21,89,0.8090909090909091
4192,76,9,6,92,8.8,1,0,28,77,0.7333333333333333
4193,2780,5,2,34,5.2,1,0,7,59,0.8939393939393939
4194,4442,8,5,9,5.1,1,0,5,77,0.9390243902439024
4195,2723,13,6,5,3.9,0,1,0,99,1.0
4196,4362,12,3,14,8.8,1,0,1,79,0.9875
4197,4788,9,6,40,8.2,1,0,27,60,0.6896551724137931
4198,1442,15,5,90,4.8,0,1,2,78,0.975
4199,4435,12,3,69,0.1,0,1,8,95,0.9223300970873787
4200,1270,15,5,62,2.7,0,1,8,45,0.8490566037735849
4201,4307,14,3,34,1.3,0,1,8,53,0.8688524590163934
4202,2657,12,3,3,7.9,1,0,16,47,0.746031746031746
4203,2390,9,6,45,2.3,0,1,21,65,0.7558139534883721
4204,4175,4,1,11,5.5,1,0,18,50,0.7352941176470589
4205,2291,10,4,82,2.4,0,1,14,54,0.7941176470588235
4206,3991,3,1,41,7.8,1,0,14,68,0.8292682926829268
4207,1611,1,4,56,2.3,0,1,11,63,0.8513513513513513
4208,3126,2,2,86,5.9,1,0,1,74,0.9866666666666667
4209,468,7,1,31,6.3,1,0,5,85,0.9444444444444444
4210,2807,9,6,61,8.5,1,0,15,68,0.8192771084337349
