id_deslocamento,id_aluno,tempo_min,qtd_transportes,modal_principal
3095,3095,25,1,a_pe
3096,3096,120,3,carro
3097,3097,108,4,carro
3098,3098,127,4,metro
3099,3099,55,3,onibus
3100,3100,114,2,a_pe
3101,3101,8,3,a_pe
3102,3102,10,2,metro
3103,3103,115,4,onibus
3104,3104,88,2,carro
3105,3105,7,4,bicicleta
3106,3106,28,1,metro
3107,3107,5,2,carro
3108,3108,70,1,metro
3109,3109,129,4,bicicleta
3110,3110,89,3,onibus
3111,3111,84,4,metro
3112,3112,94,3,carro
3113,3113,24,3,onibus
3114,3114,51,3,bicicleta
3115,3115,77,4,metro
3116,3116,34,3,bicicleta
3117,3117,13,3,carro
3118,3118,25,2,bicicleta
3119,3119,24,4,a_pe
3120,3120,105,1,metro
3121,3121,51,3,carro
3122,3122,76,3,carro
3123,3123,112,3,metro
3124,3124,25,1,carro
3125,3125,42,4,metro
3126,3126,112,1,metro
3127,3127,81,4,a_pe
3128,3128,35,2,carro
3129,3129,91,2,a_pe
3130,3130,8,4,metro
3131,3131,23,2,onibus
3132,3132,5,1,a_pe
3133,3133,15,3,carro
3134,3134,117,4,a_pe
3135,3135,29,2,bicicleta
3136,3136,118,3,onibus
3137,3137,55,4,metro
3138,3138,14,3,a_pe
3139,3139,86,4,carro
3140,3140,106,4,metro
3141,3141,68,3,a_pe
3142,3142,11,2,onibus
3143,3143,32,4,a_pe
3144,3144,36,4,onibus
3145,3145,21,4,bicicleta
3146,3146,63,1,a_pe
3147,3147,47,3,onibus
3148,3148,47,2,onibus
3149,3149,73,4,carro
3150,3150,74,3,metro
3151,3151,28,4,a_pe
3152,3152,98,1,a_pe
3153,3153,25,4,carro
3154,3154,118,4,onibus
3155,3155,6,2,carro
3156,3156,16,1,carro
3157,3157,115,2,bicicleta
3158,3158,62,1,metro
3159,3159,52,1,a_pe
3160,3160,16,3,bicicleta
3161,3161,61,3,carro
3162,3162,6,1,bicicleta
3163,3163,66,1,a_pe
3164,3164,39,3,onibus
3165,3165,107,4,onibus
3166,3166,86,2,carro
3167,3167,34,3,a_pe
3168,3168,18,1,carro
3169,3169,113,3,carro
3170,3170,28,3,onibus
3171,3171,106,2,a_pe
3172,3172,76,2,onibus
3173,3173,19,3,bicicleta
3174,3174,13,1,metro
3175,3175,123,1,bicicleta
3176,3176,129,2,bicicleta
3177,3177,49,2,onibus
3178,3178,14,4,bicicleta
3179,3179,46,1,carro
3180,3180,107,2,metro
3181,3181,118,2,carro
3182,3182,46,1,bicicleta
3183,3183,77,4,onibus
3184,3184,92,4,onibus
3185,3185,120,2,a_pe
3186,3186,114,4,a_pe
3187,3187,108,4,onibus
3188,3188,89,1,a_pe
3189,3189,102,1,a_pe
3190,3190,11,3,onibus
3191,3191,96,4,carro
3192,3192,8,3,onibus
3193,3193,16,2,metro
3194,3194,75,3,onibus
3195,3195,110,1,carro
3196,3196,97,3,onibus
3197,3197,63,1,carro
3198,3198,30,2,carro
3199,3199,33,1,a_pe
3200,3200,29,2,carro
3201,3201,60,1,carro
3202,3202,120,3,metro
3203,3203,24,3,onibus
3204,3204,13,2,carro
3205,3205,15,3,bicicleta
3206,3206,110,1,metro
3207,3207,58,2,a_pe
3208,3208,52,2,carro
3209,3209,126,2,a_pe
3210,3210,35,2,bicicleta
3211,3211,57,3,a_pe
3212,3212,8,4,bicicleta
3213,3213,39,3,a_pe
3214,3214,70,3,a_pe
3215,3215,11,2,onibus
3216,3216,84,3,a_pe
3217,3217,77,4,carro
3218,3218,77,1,metro
3219,3219,128,2,bicicleta
3220,3220,100,3,carro
3221,3221,109,3,bicicleta
3222,3222,32,1,a_pe
3223,3223,88,3,carro
3224,3224,63,3,carro
3225,3225,81,1,metro
3226,3226,108,2,onibus
3227,3227,66,4,onibus
3228,3228,117,3,a_pe
3229,3229,110,3,onibus
3230,3230,88,2,bicicleta
3231,3231,59,1,onibus
3232,3232,14,2,a_pe
3233,3233,57,1,onibus
3234,3234,70,1,bicicleta
3235,3235,96,1,metro
3236,3236,65,1,onibus
3237,3237,19,1,carro
3238,3238,63,1,bicicleta
3239,3239,88,3,carro
3240,3240,94,3,carro
3241,3241,45,2,metro
3242,3242,49,4,a_pe
3243,3243,22,1,onibus
3244,3244,77,3,onibus
3245,3245,127,1,onibus
3246,3246,77,3,carro
3247,3247,97,2,a_pe
3248,3248,50,2,onibus
3249,3249,57,3,carro
3250,3250,16,3,a_pe
3251,3251,27,1,onibus
3252,3252,5,4,a_pe
3253,3253,43,1,carro
3254,3254,35,4,a_pe
3255,3255,26,2,metro
3256,3256,69,3,carro
3257,3257,125,4,bicicleta
3258,3258,128,2,onibus
3259,3259,112,3,bicicleta
3260,3260,34,3,carro
3261,3261,73,1,onibus
3262,3262,97,4,metro
3263,3263,23,4,a_pe
3264,3264,115,1,bicicleta
3265,3265,91,1,metro
3266,3266,62,4,a_pe
3267,3267,36,1,onibus
3268,3268,6,2,carro
3269,3269,93,2,a_pe
3270,3270,130,3,bicicleta
3271,3271,33,2,carro
3272,3272,125,3,onibus
3273,3273,93,3,onibus
3274,3274,85,3,bicicleta
3275,3275,40,1,onibus
3276,3276,68,3,a_pe
3277,3277,116,4,metro
3278,3278,34,4,bicicleta
3279,3279,109,1,onibus
3280,3280,72,2,onibus
3281,3281,101,1,a_pe
3282,3282,53,1,carro
3283,3283,90,3,carro
3284,3284,73,4,onibus
3285,3285,37,2,carro
3286,3286,33,4,a_pe
3287,3287,57,4,a_pe
3288,3288,96,2,metro
3289,3289,112,3,carro
3290,3290,80,4,a_pe
3291,3291,8,4,onibus
3292,3292,27,4,metro
3293,3293,126,4,metro
3294,3294,31,1,carro
3295,3295,63,1,metro
3296,3296,19,4,a_pe
3297,3297,28,4,a_pe
3298,3298,71,2,a_pe
3299,3299,34,3,metro
3300,3300,72,1,carro
3301,3301,26,4,bicicleta
3302,3302,46,3,carro
3303,3303,55,1,a_pe
3304,3304,69,3,bicicleta
3305,3305,129,2,metro
3306,3306,14,1,metro
3307,3307,29,1,carro
3308,3308,43,2,onibus
3309,3309,66,3,metro
3310,3310,43,3,a_pe
3311,3311,37,3,onibus
3312,3312,41,3,a_pe
3313,3313,26,3,onibus
3314,3314,114,3,carro
3315,3315,120,1,a_pe
3316,3316,124,2,onibus
3317,3317,59,4,carro
3318,3318,112,1,a_pe
3319,3319,12,1,onibus
3320,3320,33,2,a_pe
3321,3321,80,1,carro
3322,3322,129,4,carro
3323,3323,107,2,onibus
3324,3324,21,1,a_pe
3325,3325,107,4,onibus
3326,3326,52,1,bicicleta
3327,3327,103,3,a_pe
3328,3328,80,1,metro
3329,3329,97,1,a_pe
3330,3330,11,1,a_pe
3331,3331,108,2,carro
3332,3332,24,1,a_pe
3333,3333,47,2,onibus
3334,3334,128,4,a_pe
3335,3335,23,2,a_pe
3336,3336,111,4,a_pe
3337,3337,124,4,metro
3338,3338,40,3,bicicleta
3339,3339,94,4,onibus
3340,3340,16,3,onibus
3341,3341,10,3,bicicleta
3342,3342,46,3,bicicleta
3343,3343,13,3,a_pe
3344,3344,49,1,a_pe
3345,3345,119,4,bicicleta
3346,3346,26,1,metro
3347,3347,61,1,bicicleta
3348,3348,127,3,metro
3349,3349,56,1,a_pe
3350,3350,20,4,a_pe
3351,3351,12,4,bicicleta
3352,3352,35,4,metro
3353,3353,117,1,onibus
3354,3354,103,4,carro
3355,3355,74,3,carro
3356,3356,64,1,metro
3357,3357,33,2,carro
3358,3358,75,1,bicicleta
3359,3359,95,4,metro
3360,3360,37,1,metro
3361,3361,7,1,carro
3362,3362,92,2,a_pe
3363,3363,117,2,carro
3364,3364,87,4,bicicleta
3365,3365,19,3,metro
3366,3366,126,2,onibus
3367,3367,48,1,bicicleta
3368,3368,68,4,metro
3369,3369,122,3,onibus
3370,3370,40,4,a_pe
3371,3371,16,1,onibus
3372,3372,9,4,onibus
3373,3373,78,3,bicicleta
3374,3374,114,1,a_pe
3375,3375,16,2,metro
3376,3376,78,4,carro
3377,3377,29,4,a_pe
3378,3378,104,1,carro
3379,3379,50,1,onibus
3380,3380,75,1,bicicleta
3381,3381,66,3,onibus
3382,3382,127,2,a_pe
3383,3383,43,2,a_pe
3384,3384,87,1,metro
3385,3385,48,1,carro
3386,3386,26,4,onibus
3387,3387,128,1,metro
3388,3388,44,1,carro
3389,3389,109,2,onibus
3390,3390,24,1,bicicleta
3391,3391,35,2,bicicleta
3392,3392,63,2,onibus
3393,3393,10,4,onibus
3394,3394,106,2,metro
3395,3395,109,4,bicicleta
3396,3396,105,3,a_pe
3397,3397,34,4,a_pe
3398,3398,52,4,carro
3399,3399,87,1,onibus
3400,3400,75,3,carro
3401,3401,22,1,a_pe
3402,3402,21,3,bicicleta
3403,3403,39,1,metro
3404,3404,68,4,carro
3405,3405,79,3,onibus
3406,3406,29,2,onibus
3407,3407,124,3,carro
3408,3408,51,2,metro
3409,3409,110,3,carro
3410,3410,42,3,metro
3411,3411,26,3,onibus
3412,3412,38,1,metro
3413,3413,101,4,metro
3414,3414,23,3,carro
3415,3415,72,4,onibus
3416,3416,35,2,metro
3417,3417,123,2,onibus
3418,3418,49,4,onibus
3419,3419,108,2,onibus
3420,3420,14,1,metro
3421,3421,68,2,metro
3422,3422,94,4,a_pe
3423,3423,96,1,bicicleta
3424,3424,28,1,metro
3425,3425,99,3,metro
3426,3426,99,2,onibus
3427,3427,109,1,onibus
3428,3428,18,1,bicicleta
3429,3429,75,2,onibus
3430,3430,69,4,bicicleta
3431,3431,77,2,metro
3432,3432,31,1,bicicleta
3433,3433,88,1,metro
3434,3434,71,1,bicicleta
3435,3435,76,4,onibus
3436,3436,25,1,bicicleta
3437,3437,24,4,bicicleta
3438,3438,86,1,bicicleta
3439,3439,20,3,metro
3440,3440,31,3,bicicleta
3441,3441,58,2,bicicleta
3442,3442,36,3,bicicleta
3443,3443,96,1,carro
3444,3444,130,4,a_pe
3445,3445,89,4,bicicleta
3446,3446,9,4,a_pe
3447,3447,76,4,bicicleta
3448,3448,11,2,carro
3449,3449,41,4,carro
3450,3450,39,2,metro
3451,3451,88,3,bicicleta
3452,3452,72,4,carro
3453,3453,70,3,onibus
3454,3454,93,2,a_pe
3455,3455,8,2,bicicleta
3456,3456,10,4,carro
3457,3457,37,2,metro
3458,3458,123,3,bicicleta
3459,3459,79,1,onibus
3460,3460,43,4,a_pe
3461,3461,74,2,a_pe
3462,3462,29,1,carro
3463,3463,119,4,carro
3464,3464,102,4,a_pe
3465,3465,91,1,carro
3466,3466,11,2,carro
3467,3467,73,3,carro
3468,3468,128,3,carro
3469,3469,35,4,a_pe
3470,3470,77,2,metro
3471,3471,121,4,metro
3472,3472,32,3,carro
3473,3473,92,4,onibus
3474,3474,69,1,onibus
3475,3475,122,4,carro
3476,3476,130,4,a_pe
3477,3477,108,1,carro
3478,3478,44,4,a_pe
3479,3479,52,3,bicicleta
3480,3480,12,3,a_pe
3481,3481,20,1,a_pe
3482,3482,10,4,onibus
3483,3483,17,3,onibus
3484,3484,125,2,metro
3485,3485,89,2,carro
3486,3486,119,4,onibus
3487,3487,53,3,bicicleta
3488,3488,47,3,metro
3489,3489,27,3,onibus
3490,3490,81,3,carro
3491,3491,32,4,onibus
3492,3492,107,3,bicicleta
3493,3493,70,3,bicicleta
3494,3494,89,4,onibus
3495,3495,73,1,a_pe
3496,3496,41,3,a_pe
3497,3497,100,3,a_pe
3498,3498,56,2,a_pe
3499,3499,88,2,a_pe
3500,3500,81,1,onibus
3501,3501,121,4,metro
3502,3502,87,1,metro
3503,3503,59,3,bicicleta
3504,3504,94,1,a_pe
3505,3505,64,3,a_pe
3506,3506,61,3,metro
3507,3507,29,3,onibus
3508,3508,77,4,onibus
3509,3509,46,3,carro
3510,3510,106,1,onibus
3511,3511,93,2,metro
3512,3512,29,3,metro
3513,3513,100,1,a_pe
3514,3514,97,2,a_pe
3515,3515,94,3,bicicleta
3516,3516,125,4,metro
3517,3517,17,3,metro
3518,3518,100,3,onibus
3519,3519,102,2,a_pe
3520,3520,119,1,onibus
3521,3521,20,3,bicicleta
3522,3522,113,3,metro
3523,3523,53,2,metro
3524,3524,31,1,onibus
3525,3525,61,3,a_pe
3526,3526,65,3,a_pe
3527,3527,23,1,carro
3528,3528,112,3,metro
3529,3529,7,1,onibus
3530,3530,71,4,a_pe
3531,3531,116,2,a_pe
3532,3532,26,4,metro
3533,3533,100,3,onibus
3534,3534,15,1,carro
3535,3535,77,4,a_pe
3536,3536,97,3,onibus
3537,3537,75,1,bicicleta
3538,3538,93,2,a_pe
3539,3539,15,3,onibus
3540,3540,104,2,onibus
3541,3541,80,3,bicicleta
3542,3542,26,2,a_pe
3543,3543,58,2,carro
3544,3544,31,3,a_pe
3545,3545,34,3,a_pe
3546,3546,98,1,bicicleta
3547,3547,107,4,bicicleta
3548,3548,102,2,carro
3549,3549,40,4,metro
3550,3550,112,4,carro
3551,3551,47,4,onibus
3552,3552,44,4,metro
3553,3553,62,3,a_pe
3554,3554,81,2,onibus
3555,3555,117,1,a_pe
3556,3556,14,2,metro
3557,3557,29,4,a_pe
3558,3558,70,1,metro
3559,3559,97,1,carro
3560,3560,50,3,metro
3561,3561,111,2,a_pe
3562,3562,36,4,a_pe
3563,3563,89,1,carro
3564,3564,91,1,carro
3565,3565,111,3,bicicleta
3566,3566,73,4,onibus
3567,3567,32,4,carro
3568,3568,29,2,metro
3569,3569,52,1,a_pe
3570,3570,36,2,bicicleta
3571,3571,63,4,carro
3572,3572,101,3,carro
3573,3573,97,3,onibus
3574,3574,112,1,carro
3575,3575,24,1,onibus
3576,3576,129,4,bicicleta
3577,3577,94,3,a_pe
3578,3578,57,1,onibus
3579,3579,91,4,a_pe
3580,3580,121,4,a_pe
3581,3581,78,2,bicicleta
3582,3582,77,2,a_pe
3583,3583,123,2,a_pe
3584,3584,86,1,a_pe
3585,3585,79,1,bicicleta
3586,3586,67,2,onibus
3587,3587,68,2,metro
3588,3588,71,1,onibus
3589,3589,18,2,a_pe
3590,3590,117,2,carro
3591,3591,5,2,onibus
3592,3592,83,3,metro
3593,3593,96,4,carro
3594,3594,104,4,a_pe
3595,3595,41,3,carro
3596,3596,57,2,metro
3597,3597,23,3,onibus
3598,3598,51,3,a_pe
3599,3599,64,3,bicicleta
3600,3600,116,1,carro
3601,3601,78,3,carro
3602,3602,66,3,metro
3603,3603,5,1,metro
3604,3604,73,2,metro
3605,3605,43,2,a_pe
3606,3606,115,1,carro
3607,3607,115,2,carro
3608,3608,29,1,onibus
3609,3609,36,4,metro
3610,3610,89,3,bicicleta
3611,3611,25,3,onibus
3612,3612,105,4,bicicleta
3613,3613,103,4,carro
3614,3614,67,2,bicicleta
3615,3615,92,3,metro
3616,3616,85,4,carro
3617,3617,112,1,metro
3618,3618,124,2,onibus
3619,3619,67,2,onibus
3620,3620,110,3,bicicleta
3621,3621,91,1,carro
3622,3622,54,1,metro
3623,3623,122,2,metro
3624,3624,39,4,onibus
3625,3625,34,2,onibus
3626,3626,35,2,a_pe
3627,3627,73,1,onibus
3628,3628,54,3,onibus
3629,3629,83,4,carro
3630,3630,23,2,bicicleta
3631,3631,127,3,carro
3632,3632,51,1,a_pe
3633,3633,85,2,metro
3634,3634,104,1,onibus
3635,3635,93,2,metro
3636,3636,107,3,carro
3637,3637,92,1,metro
3638,3638,10,4,onibus
3639,3639,5,3,carro
3640,3640,89,4,onibus
3641,3641,40,1,bicicleta
3642,3642,29,4,carro
3643,3643,5,4,carro
3644,3644,130,1,carro
3645,3645,112,1,onibus
3646,3646,70,2,metro
3647,3647,26,3,onibus
3648,3648,33,2,bicicleta
3649,3649,52,1,onibus
3650,3650,8,2,metro
3651,3651,27,2,metro
3652,3652,97,1,metro
3653,3653,77,2,bicicleta
3654,3654,45,1,carro
3655,3655,130,2,a_pe
3656,3656,34,3,onibus
3657,3657,27,2,onibus
3658,3658,96,3,bicicleta
3659,3659,15,4,onibus
3660,3660,11,1,bicicleta
3661,3661,110,3,metro
3662,3662,92,2,onibus
3663,3663,5,3,bicicleta
3664,3664,66,3,metro
3665,3665,109,1,carro
3666,3666,124,2,carro
3667,3667,112,1,bicicleta
3668,3668,87,3,onibus
3669,3669,84,4,bicicleta
3670,3670,105,1,a_pe
3671,3671,57,2,onibus
3672,3672,90,1,bicicleta
3673,3673,109,1,onibus
3674,3674,49,3,metro
3675,3675,98,1,a_pe
3676,3676,93,4,onibus
3677,3677,15,3,onibus
3678,3678,125,1,carro
3679,3679,91,2,onibus
3680,3680,57,3,carro
3681,3681,53,2,onibus
3682,3682,85,1,bicicleta
3683,3683,75,2,metro
3684,3684,95,4,metro
3685,3685,60,3,metro
3686,3686,87,2,bicicleta
3687,3687,63,2,carro
3688,3688,86,2,onibus
3689,3689,100,3,a_pe
3690,3690,49,4,a_pe
3691,3691,84,1,a_pe
3692,3692,61,1,metro
3693,3693,64,3,carro
3694,3694,95,1,onibus
3695,3695,34,1,carro
3696,3696,130,4,metro
3697,3697,46,2,metro
3698,3698,88,2,carro
3699,3699,103,4,onibus
3700,3700,63,2,onibus
3701,3701,55,4,bicicleta
3702,3702,70,4,bicicleta
3703,3703,112,4,onibus
3704,3704,78,2,onibus
3705,3705,96,2,metro
3706,3706,74,3,carro
3707,3707,10,3,onibus
3708,3708,23,4,onibus
3709,3709,59,4,bicicleta
3710,3710,89,3,carro
3711,3711,92,1,onibus
3712,3712,45,4,metro
3713,3713,26,3,bicicleta
3714,3714,38,1,bicicleta
3715,3715,101,1,a_pe
3716,3716,6,3,carro
3717,3717,111,2,a_pe
3718,3718,75,1,carro
3719,3719,120,4,onibus
3720,3720,48,4,carro
3721,3721,83,4,onibus
3722,3722,112,4,metro
3723,3723,79,1,metro
3724,3724,56,1,carro
3725,3725,110,2,metro
3726,3726,39,3,metro
3727,3727,29,3,metro
3728,3728,7,2,a_pe
3729,3729,81,4,bicicleta
3730,3730,70,2,metro
3731,3731,20,1,metro
3732,3732,121,1,bicicleta
3733,3733,48,2,onibus
3734,3734,87,3,a_pe
3735,3735,38,3,bicicleta
3736,3736,72,1,metro
3737,3737,38,3,onibus
3738,3738,48,3,a_pe
3739,3739,50,3,onibus
3740,3740,79,4,carro
3741,3741,94,2,bicicleta
3742,3742,103,3,onibus
3743,3743,37,3,carro
3744,3744,115,2,onibus
3745,3745,80,3,carro
3746,3746,45,3,carro
3747,3747,125,1,metro
3748,3748,101,2,onibus
3749,3749,111,1,a_pe
3750,3750,118,3,bicicleta
3751,3751,42,3,metro
3752,3752,28,2,metro
3753,3753,84,3,bicicleta
3754,3754,118,4,carro
3755,3755,24,4,bicicleta
3756,3756,110,4,metro
3757,3757,5,3,bicicleta
3758,3758,114,3,carro
3759,3759,7,3,a_pe
3760,3760,73,4,carro
3761,3761,13,4,metro
3762,3762,74,2,bicicleta
3763,3763,90,1,onibus
3764,3764,97,3,bicicleta
3765,3765,102,2,carro
3766,3766,18,2,onibus
3767,3767,20,3,a_pe
3768,3768,25,2,onibus
3769,3769,128,1,a_pe
3770,3770,130,4,carro
3771,3771,111,3,a_pe
3772,3772,33,4,metro
3773,3773,5,1,carro
3774,3774,110,2,metro
3775,3775,45,1,onibus
3776,3776,49,4,carro
3777,3777,6,4,carro
3778,3778,112,3,a_pe
3779,3779,77,3,onibus
3780,3780,38,4,a_pe
3781,3781,31,3,bicicleta
3782,3782,127,2,bicicleta
3783,3783,29,4,metro
3784,3784,52,4,a_pe
3785,3785,38,1,a_pe
3786,3786,20,4,carro
3787,3787,58,4,carro
3788,3788,120,4,a_pe
3789,3789,44,1,a_pe
3790,3790,32,2,a_pe
3791,3791,50,3,bicicleta
3792,3792,55,1,a_pe
3793,3793,19,1,onibus
3794,3794,59,4,a_pe
3795,3795,78,4,bicicleta
3796,3796,33,2,carro
3797,3797,119,4,metro
3798,3798,34,3,carro
3799,3799,30,4,bicicleta
3800,3800,122,2,bicicleta
3801,3801,121,3,onibus
3802,3802,49,4,metro
3803,3803,96,2,a_pe
3804,3804,81,3,a_pe
3805,3805,62,3,onibus
3806,3806,68,2,metro
3807,3807,94,2,a_pe
3808,3808,99,1,onibus
3809,3809,11,4,bicicleta
3810,3810,125,4,a_pe
3811,3811,54,1,carro
3812,3812,32,3,carro
3813,3813,9,2,carro
3814,3814,124,1,a_pe
3815,3815,91,3,carro
3816,3816,83,1,a_pe
3817,3817,18,3,a_pe
3818,3818,43,4,a_pe
3819,3819,5,3,a_pe
3820,3820,120,4,carro
3821,3821,59,1,metro
3822,3822,114,4,metro
3823,3823,89,2,carro
3824,3824,21,4,a_pe
3825,3825,27,2,a_pe
3826,3826,17,2,onibus
3827,3827,63,2,a_pe
3828,3828,54,3,a_pe
3829,3829,58,4,metro
3830,3830,82,1,a_pe
3831,3831,121,1,a_pe
3832,3832,120,2,a_pe
3833,3833,92,4,metro
3834,3834,123,2,a_pe
3835,3835,52,4,a_pe
3836,3836,14,3,a_pe
3837,3837,94,4,a_pe
3838,3838,50,4,onibus
3839,3839,58,3,onibus
3840,3840,119,2,metro
3841,3841,55,1,metro
3842,3842,109,2,carro
3843,3843,115,3,carro
3844,3844,98,4,metro
3845,3845,39,3,bicicleta
3846,3846,16,4,a_pe
3847,3847,39,2,a_pe
3848,3848,17,3,bicicleta
3849,3849,86,1,onibus
3850,3850,79,3,a_pe
3851,3851,70,1,bicicleta
3852,3852,36,2,bicicleta
3853,3853,86,1,a_pe
3854,3854,6,2,metro
3855,3855,100,1,carro
3856,3856,55,4,a_pe
3857,3857,6,3,metro
3858,3858,110,2,onibus
3859,3859,73,3,onibus
3860,3860,81,2,bicicleta
3861,3861,91,4,onibus
3862,3862,55,4,metro
3863,3863,44,3,a_pe
3864,3864,99,1,onibus
3865,3865,10,2,onibus
3866,3866,125,4,carro
3867,3867,72,4,metro
3868,3868,76,1,carro
3869,3869,12,3,carro
3870,3870,17,4,onibus
3871,3871,55,4,onibus
3872,3872,30,1,a_pe
3873,3873,30,3,carro
3874,3874,72,3,metro
3875,3875,78,4,onibus
3876,3876,85,1,carro
3877,3877,105,1,bicicleta
3878,3878,76,1,carro
3879,3879,113,4,carro
3880,3880,116,4,carro
3881,3881,72,3,onibus
3882,3882,26,3,bicicleta
3883,3883,36,4,onibus
3884,3884,110,2,bicicleta
3885,3885,81,2,a_pe
3886,3886,77,2,carro
3887,3887,90,3,carro
3888,3888,92,3,carro
3889,3889,105,1,carro
3890,3890,115,4,metro
3891,3891,88,1,onibus
3892,3892,80,3,metro
3893,3893,55,1,carro
3894,3894,94,3,a_pe
3895,3895,86,2,carro
3896,3896,52,4,a_pe
3897,3897,34,4,metro
3898,3898,11,3,onibus
3899,3899,22,1,a_pe
3900,3900,30,4,bicicleta
3901,3901,79,4,metro
3902,3902,117,1,a_pe
3903,3903,36,2,metro
3904,3904,116,3,a_pe
3905,3905,75,2,a_pe
3906,3906,78,3,a_pe
3907,3907,10,1,onibus
3908,3908,47,1,metro
3909,3909,39,2,onibus
3910,3910,113,4,metro
3911,3911,83,2,metro
3912,3912,98,3,a_pe
3913,3913,28,1,metro
3914,3914,38,2,metro
3915,3915,52,4,onibus
3916,3916,104,2,onibus
3917,3917,118,3,a_pe
3918,3918,44,2,onibus
3919,3919,33,4,onibus
3920,3920,53,2,bicicleta
3921,3921,83,4,metro
3922,3922,105,4,onibus
3923,3923,23,3,carro
3924,3924,56,3,carro
3925,3925,117,2,onibus
3926,3926,91,1,a_pe
3927,3927,55,1,a_pe
3928,3928,8,1,bicicleta
3929,3929,54,1,bicicleta
3930,3930,78,4,a_pe
3931,3931,44,3,metro
3932,3932,87,3,bicicleta
3933,3933,103,2,carro
3934,3934,51,4,onibus
3935,3935,57,1,carro
3936,3936,117,4,metro
3937,3937,36,4,onibus
3938,3938,57,1,onibus
3939,3939,101,1,metro
3940,3940,92,2,metro
3941,3941,13,2,metro
3942,3942,7,2,a_pe
3943,3943,68,2,a_pe
3944,3944,69,3,a_pe
3945,3945,34,1,bicicleta
3946,3946,16,4,bicicleta
3947,3947,130,1,metro
3948,3948,48,1,metro
3949,3949,97,3,metro
3950,3950,10,4,metro
3951,3951,69,3,bicicleta
3952,3952,100,1,carro
3953,3953,22,3,bicicleta
3954,3954,47,1,onibus
3955,3955,89,4,bicicleta
3956,3956,97,2,bicicleta
3957,3957,25,1,onibus
3958,3958,117,3,metro
3959,3959,86,4,a_pe
3960,3960,75,3,bicicleta
3961,3961,62,2,metro
3962,3962,129,3,a_pe
3963,3963,53,4,a_pe
3964,3964,124,4,bicicleta
3965,3965,21,2,onibus
3966,3966,8,4,metro
3967,3967,65,1,metro
3968,3968,120,4,a_pe
3969,3969,42,4,carro
3970,3970,34,3,onibus
3971,3971,72,2,carro
3972,3972,91,4,onibus
3973,3973,41,3,carro
3974,3974,104,3,carro
3975,3975,25,2,carro
3976,3976,86,4,carro
3977,3977,27,1,onibus
3978,3978,79,3,metro
3979,3979,114,1,carro
3980,3980,104,3,a_pe
3981,3981,112,3,bicicleta
3982,3982,80,2,onibus
3983,3983,117,1,bicicleta
3984,3984,102,4,onibus
3985,3985,121,1,a_pe
3986,3986,52,2,bicicleta
3987,3987,34,3,a_pe
3988,3988,62,4,onibus
3989,3989,127,1,carro
3990,3990,28,4,onibus
3991,3991,80,2,bicicleta
3992,3992,130,4,carro
3993,3993,42,3,metro
3994,3994,92,2,bicicleta
3995,3995,87,1,carro
3996,3996,32,4,metro
3997,3997,37,4,onibus
3998,3998,124,4,a_pe
3999,3999,69,1,carro
4000,4000,104,4,bicicleta
4001,4001,12,3,carro
4002,4002,37,3,metro
4003,4003,79,2,carro
4004,4004,70,2,carro
4005,4005,79,1,carro
4006,4006,74,1,bicicleta
4007,4007,62,3,carro
4008,4008,78,2,onibus
4009,4009,88,2,onibus
4010,4010,104,1,carro
4011,4011,71,4,a_pe
4012,4012,103,4,bicicleta
4013,4013,98,3,a_pe
4014,4014,13,3,onibus
4015,4015,54,3,a_pe
4016,4016,13,3,onibus
4017,4017,89,4,bicicleta
4018,4018,91,4,carro
4019,4019,128,1,onibus
4020,4020,46,4,a_pe
4021,4021,29,2,a_pe
4022,4022,120,2,carro
4023,4023,59,2,onibus
4024,4024,28,3,a_pe
4025,4025,74,4,carro
4026,4026,113,2,carro
4027,4027,66,4,a_pe
4028,4028,55,4,metro
4029,4029,59,1,metro
4030,4030,122,2,onibus
4031,4031,19,2,carro
4032,4032,46,4,onibus
4033,4033,50,3,a_pe
4034,4034,83,3,carro
4035,4035,93,1,bicicleta
4036,4036,91,3,onibus
4037,4037,81,4,bicicleta
4038,4038,31,2,a_pe
4039,4039,99,4,metro
4040,4040,106,1,bicicleta
4041,4041,23,2,a_pe
4042,4042,19,1,carro
4043,4043,80,4,onibus
4044,4044,129,2,metro
4045,4045,33,1,carro
4046,4046,62,2,metro
4047,4047,123,4,metro
4048,4048,21,3,metro
4049,4049,94,4,carro
4050,4050,127,1,onibus
4051,4051,59,2,carro
4052,4052,78,4,bicicleta
4053,4053,112,4,onibus
4054,4054,69,3,onibus
4055,4055,20,3,a_pe
4056,4056,61,4,onibus
4057,4057,54,2,onibus
4058,4058,93,3,bicicleta
4059,4059,129,2,bicicleta
4060,4060,11,4,metro
4061,4061,88,4,bicicleta
4062,4062,101,4,onibus
4063,4063,16,1,bicicleta
4064,4064,26,2,carro
4065,4065,103,3,onibus
4066,4066,112,2,a_pe
4067,4067,87,1,bicicleta
4068,4068,118,2,carro
4069,4069,89,4,carro
4070,4070,86,2,carro
4071,4071,87,3,onibus
4072,4072,113,3,bicicleta
4073,4073,42,2,onibus
4074,4074,43,3,carro
4075,4075,123,2,bicicleta
4076,4076,68,4,a_pe
4077,4077,90,3,a_pe
4078,4078,62,3,metro
4079,4079,101,4,a_pe
4080,4080,76,1,carro
4081,4081,129,3,metro
